title,image_url,rating,upc,price,inventory,category,url,description
The Name of God is Mercy,http://books.toscrape.com/media/cache/01/7c/017c9fd993b4ebb5676213f6de1f96c5.jpg,2,0baf71623648413a,£37.25,3,Nonfiction,http://books.toscrape.com/catalogue/the-name-of-god-is-mercy_264/index.html,"NEW YORK TIMES BESTSELLER •In his first book published as Pope, and in conjunction with the Extraordinary Jubilee of Mercy, Pope Francis here invites all humanity to an intimate and personal dialogue "
Stiff: The Curious Lives of Human Cadavers,http://books.toscrape.com/media/cache/00/01/0001685f344cae0e6921bc3f8256b54e.jpg,3,a11ae5f07572ef49,£36.74,3,Nonfiction,http://books.toscrape.com/catalogue/stiff-the-curious-lives-of-human-cadavers_226/index.html,"Stiff is an oddly compelling, often hilarious exploration of the strange lives of our bodies postmortem. For two thousand years, cadavers—some willingly, some unwittingly—have been involved in science"
Spilled Milk: Based on a True Story,http://books.toscrape.com/media/cache/2e/a3/2ea30e892e0060412f854b31a4e72e47.jpg,1,f08667e4c0458f37,£49.51,3,Nonfiction,http://books.toscrape.com/catalogue/spilled-milk-based-on-a-true-story_225/index.html,"Brooke Nolan is a battered child who makes an anonymous phone call about the escalating brutality in her home. When social services jeopardize her safety condemning her to keep her father’s secret, it"
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",http://books.toscrape.com/media/cache/1c/41/1c41d9cb63d3627fc60a1f3ba42da963.jpg,4,89cad3f37c9ce226,£41.67,3,Nonfiction,http://books.toscrape.com/catalogue/rise-of-the-rocket-girls-the-women-who-propelled-us-from-missiles-to-the-moon-to-mars_213/index.html,"The riveting true story of the women who launched America into space.In the 1940s and 50s, when the newly minted Jet Propulsion Laboratory needed quick-thinking mathematicians to calculate velocities "
Outliers: The Story of Success,http://books.toscrape.com/media/cache/7c/7f/7c7f3a48d03cdbdd87c07482711b72f9.jpg,1,09a7b0b566ad6225,£14.16,3,Nonfiction,http://books.toscrape.com/catalogue/outliers-the-story-of-success_204/index.html,"In this stunning new book, Malcolm Gladwell takes us on an intellectual journey through the world of ""outliers""--the best and the brightest, the most famous and the most successful. He asks the questi"
Notes from a Small Island (Notes From a Small Island #1),http://books.toscrape.com/media/cache/8f/40/8f40ba4f73d2c70e0ccc15d77dc3c220.jpg,1,cb65e49993db9a93,£40.17,3,Nonfiction,http://books.toscrape.com/catalogue/notes-from-a-small-island-notes-from-a-small-island-1_200/index.html,"""Suddenly, in the space of a moment, I realized what it was that I loved about Britain-which is to say, all of it."" After nearly two decades spent on British soil, Bill Bryson - bestselling author of "
Night (The Night Trilogy #1),http://books.toscrape.com/media/cache/b2/45/b245b0b715de260634e66a05a024cc52.jpg,1,c4d9fce9eff3b8ba,£13.51,3,Nonfiction,http://books.toscrape.com/catalogue/night-the-night-trilogy-1_199/index.html,"Night is a work by Elie Wiesel about his experience with his father in the Nazi German concentration camps at Auschwitz and Buchenwald in 1944–1945, at the height of the Holocaust and toward the end o"
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",http://books.toscrape.com/media/cache/60/cd/60cda3c756f14ef6625b979cfeb230ea.jpg,1,7980fa06f2b704d8,£57.83,3,Nonfiction,http://books.toscrape.com/catalogue/miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html,"In a remarkable true story of faith and blessings, a mother tells of her sickly young daughter, how she survived a dangerous accident, her visit to Heaven and the inexplicable disappearance of the sym"
Letter to a Christian Nation,http://books.toscrape.com/media/cache/88/21/8821ea9cd21326e41e095619b822a4a8.jpg,1,1de75f05d57bfc10,£22.20,3,Nonfiction,http://books.toscrape.com/catalogue/letter-to-a-christian-nation_186/index.html,"In response to The End of Faith, Sam Harris received thousands of letters from Christians excoriating him for not believing in God. Letter to A Christian Nation is his reply. Using rational argument, "
Let's Pretend This Never Happened: A Mostly True Memoir,http://books.toscrape.com/media/cache/f5/8a/f58a15a50b2d70a4a8fd4fa6485a7009.jpg,1,1246e4ffeb5ac4ea,£45.11,3,Nonfiction,http://books.toscrape.com/catalogue/lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html,"For fans of Tina Fey and David Sedaris—Internet star Jenny Lawson, aka The Bloggess, makes her literary debut. Jenny Lawson realized that the most mortifying moments of our lives—the ones we’d like to"
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,http://books.toscrape.com/media/cache/27/f5/27f54466115767b767133ee034543cb5.jpg,1,d4a29356fc992879,£42.38,3,Nonfiction,http://books.toscrape.com/catalogue/its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html,"“The book you hold in your hands is the distillate of a quarter century’s teaching. It is my attempt to answer, ‘What next?’ for students who are embarking on their ‘second act.’”—Julia Cameron Julia "
Into the Wild,http://books.toscrape.com/media/cache/de/c9/dec9168a8a3876b60feedb68aeb0225b.jpg,5,a7c3f1010d64799a,£56.70,3,Nonfiction,http://books.toscrape.com/catalogue/into-the-wild_177/index.html,"In April 1992 a young man from a well-to-do family hitchhiked to Alaska and walked alone into the wilderness north of Mt. McKinley. His name was Christopher Johnson McCandless. He had given $25,000 in"
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",http://books.toscrape.com/media/cache/b5/a2/b5a295c15ac586c6daa84e6e20f47b06.jpg,3,d8292cd5f1aca291,£28.85,3,Nonfiction,http://books.toscrape.com/catalogue/in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html,"The time is 1933, the place, Berlin, when William E. Dodd becomes America’s first ambassador to Hitler’s Germany in a year that proved to be a turning point in history.A mild-mannered professor from C"
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,http://books.toscrape.com/media/cache/69/07/69077c48327b2702f44adc035fcc1ce4.jpg,2,8010c7c148057fd3,£28.88,3,Nonfiction,http://books.toscrape.com/catalogue/i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html,"I come from a country that was created at midnight. When I almost died it was just after midday.When the Taliban took control of the Swat Valley in Pakistan, one girl spoke out. Malala Yousafzai refus"
Gratitude,http://books.toscrape.com/media/cache/56/73/5673fea5d08ad840ade774146ce07b28.jpg,5,c300cc9326592b65,£26.66,3,Nonfiction,http://books.toscrape.com/catalogue/gratitude_163/index.html,"A deeply moving testimony and celebration of how to embrace life.In January 2015, Oliver Sacks was diagnosed with a recurrence of cancer, and he shared this news in a New York Times essay that inspire"
Disrupted: My Misadventure in the Start-Up Bubble,http://books.toscrape.com/media/cache/b7/2e/b72ee05aebe1a2563e30582a35bb5372.jpg,5,81372abc86f65c79,£15.28,3,Nonfiction,http://books.toscrape.com/catalogue/disrupted-my-misadventure-in-the-start-up-bubble_148/index.html,"INSTANT NEW YORK TIMES BESTSELLER ""Wildly entertaining ... Lyons has injected a dose of sanity into a world gone mad."" ---Ashlee Vance, New York Times-bestselling author of Elon MuskFor twenty-five ye"
Brave Enough,http://books.toscrape.com/media/cache/52/f5/52f5c0cb27e1f26b2639ff3f78acf833.jpg,5,fd2337c1b73b686e,£51.32,3,Nonfiction,http://books.toscrape.com/catalogue/brave-enough_135/index.html,"From the best-selling author of Wild, a collection of quotes--drawn from the wide range of her writings--that capture her wisdom, courage, and outspoken humor, presented in a gift-sized package that's"
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",http://books.toscrape.com/media/cache/3a/bd/3abdfc779aede13dbd2eefe34f91dbb1.jpg,2,e256de8aa0c2115f,£27.35,3,Nonfiction,http://books.toscrape.com/catalogue/born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/index.html,"Full of incredible characters, amazing athletic achievements, cutting-edge science, and, most of all, pure inspiration, Born to Run is an epic adventure that began with one simple question: Why does m"
Blink: The Power of Thinking Without Thinking,http://books.toscrape.com/media/cache/41/be/41be12dcc78968882b11108acb79d1c7.jpg,5,0bbc48294707ba96,£21.74,3,Nonfiction,http://books.toscrape.com/catalogue/blink-the-power-of-thinking-without-thinking_132/index.html,"In his landmark bestseller The Tipping Point, Malcolm Gladwell redefined how we understand the world around us. Now, in Blink, he revolutionizes the way we understand the world within. Blink is a book"
Black Flags: The Rise of ISIS,http://books.toscrape.com/media/cache/54/a3/54a3916506dc5bd1a6ea2200a3d0b28f.jpg,1,860318b8e244f39c,£40.87,3,Nonfiction,http://books.toscrape.com/catalogue/black-flags-the-rise-of-isis_131/index.html,Pulitzer Prize-winning reporter Joby Warrick reveals how the strain of militant Islam now raising its banner across Iraq and Syria spread from a remote Jordanian prison with the unwitting aid of Ameri
Are We Smart Enough to Know How Smart Animals Are?,http://books.toscrape.com/media/cache/18/c1/18c1089811f55295b689bda892628fee.jpg,1,da0349a87c8caa2f,£56.58,3,Nonfiction,http://books.toscrape.com/catalogue/are-we-smart-enough-to-know-how-smart-animals-are_121/index.html,"What separates your mind from an animal’s? Maybe you think it’s your ability to design tools, your sense of self, or your grasp of past and future—all traits that have helped us define ourselves as th"
A Walk in the Woods: Rediscovering America on the Appalachian Trail,http://books.toscrape.com/media/cache/39/51/3951dc08d449aa692ce82eefb692254e.jpg,4,bcee4f289ff6699c,£30.48,3,Nonfiction,http://books.toscrape.com/catalogue/a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html,"The Appalachian Trail trail stretches from Georgia to Maine and covers some of the most breathtaking terrain in America–majestic mountains, silent forests, sparking lakes. If you’re going to take a hi"
"The Suffragettes (Little Black Classics, #96)",http://books.toscrape.com/media/cache/8f/39/8f399ee98cb1a7c77525123b00d4b3e0.jpg,2,d2185b65af52d68c,£11.89,2,Nonfiction,http://books.toscrape.com/catalogue/the-suffragettes-little-black-classics-96_112/index.html,"'Once they are aroused, once they are determined, nothing on earth and nothing in heaven will make women give way; it is impossible.'A potted history of the women who pioneered feminism and changed th"
Kindle Paperwhite User's Guide,http://books.toscrape.com/media/cache/06/71/0671e3db3053c0dc22122eda29d6734c.jpg,3,fb495f9f9015a772,£34.00,2,Nonfiction,http://books.toscrape.com/catalogue/kindle-paperwhite-users-guide_103/index.html,Kindle Paperwhite User's Guide
H is for Hawk,http://books.toscrape.com/media/cache/14/00/140096c16c6e0b5d6df9d19f9493e8a5.jpg,5,b6d3f4f4ee1f6069,£57.42,2,Nonfiction,http://books.toscrape.com/catalogue/h-is-for-hawk_102/index.html,"When Helen Macdonald's father died suddenly on a London street, she was devastated. An experienced falconer, Helen had never before been tempted to train one of the most vicious predators, the goshawk"
Travels with Charley: In Search of America,http://books.toscrape.com/media/cache/3f/c2/3fc2d771fe5f12df5de998d99036a35a.jpg,5,0268f149d014b389,£57.82,1,Nonfiction,http://books.toscrape.com/catalogue/travels-with-charley-in-search-of-america_90/index.html,"An intimate journey across and in search of America, as told by one of its most beloved writers, in a deluxe centennial edition In September 1960, John Steinbeck embarked on a journey across America. "
The Tumor,http://books.toscrape.com/media/cache/8a/14/8a14b06317e794b3469e57d20270f80f.jpg,5,6514add13c82b115,£41.56,1,Nonfiction,http://books.toscrape.com/catalogue/the-tumor_85/index.html,"John Grisham says THE TUMOR is the most important book he has ever written. In this short book, he provides readers with a fictional account of how a real, new medical technology could revolutionize t"
The End of the Jesus Era (An Investigation #1),http://books.toscrape.com/media/cache/fa/9d/fa9db3f9dfc5a859c091d1262a56a89f.jpg,1,09659d1639a1f978,£14.40,1,Nonfiction,http://books.toscrape.com/catalogue/the-end-of-the-jesus-era-an-investigation-1_64/index.html,"God exists!? This may seem unprovable. The truth about Jesus differs radically from his traditional image!? This may seem absurd. However, both of the above assumptions are in fact provable through th"
"Eat, Pray, Love",http://books.toscrape.com/media/cache/5b/82/5b827f00893b7119360e8a67d939e0b5.jpg,3,df56868afd166557,£51.32,1,Nonfiction,http://books.toscrape.com/catalogue/eat-pray-love_16/index.html,"In her early thirties, Elizabeth Gilbert had everything a modern American woman was supposed to want--husband, country home, successful career--but instead of feeling happy and fulfilled, she felt con"
Rip it Up and Start Again,http://books.toscrape.com/media/cache/81/7f/817f5089c0e6e62738dce2931e7323d3.jpg,5,a34ba96d4081e6a4,£35.02,19,Music,http://books.toscrape.com/catalogue/rip-it-up-and-start-again_986/index.html,"Punk's raw power rejuvenated rock, but by the summer of 1977 the movement had become a parody of itself. RIP IT UP AND START AGAIN is a celebration of what happened next.Post-punk bands like PiL, Joy "
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",http://books.toscrape.com/media/cache/ad/96/ad96e9c9f1664cbcb0e9627b007fb6f9.jpg,3,deda3e61b9514b83,£57.25,19,Music,http://books.toscrape.com/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,"This is the never-before-told story of the musical revolution that happened right under the nose of the Reagan Eighties--when a small but sprawling network of bands, labels, fanzines, radio stations, "
How Music Works,http://books.toscrape.com/media/cache/1d/40/1d4087ff0a63f09fae9cd8433d21c2c4.jpg,2,327f68a59745c102,£37.32,19,Music,http://books.toscrape.com/catalogue/how-music-works_979/index.html,"How Music Works is David Byrne’s remarkable and buoyant celebration of a subject he has spent a lifetime thinking about. In it he explores how profoundly music is shaped by its time and place, and he "
Love Is a Mix Tape (Music #1),http://books.toscrape.com/media/cache/b2/43/b2430e3958014d962042a14a912151ac.jpg,1,adb5f51c2e2ab13f,£18.03,14,Music,http://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,"In this stunning memoir, Rob Sheffield, a veteran rock and pop culture critic and staff writer for Rolling Stone magazine, tells the story of his musical coming of age, and how rock music, the first l"
Please Kill Me: The Uncensored Oral History of Punk,http://books.toscrape.com/media/cache/8e/bb/8ebbba84c204b011527a8f4bd082b03f.jpg,4,4a823d80aa30dbb0,£31.19,8,Music,http://books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html,"A Time Out and Daily News Top Ten Book of the Year upon its initial release, Please Kill Me is the first oral history of the most nihilist of all pop movements. Iggy Pop, Danny Fields, Dee Dee and Joe"
Kill 'Em and Leave: Searching for James Brown and the American Soul,http://books.toscrape.com/media/cache/d4/8e/d48ee3fe30d6d9b9cc550b76dae5984a.jpg,5,39eefec3a8498dde,£45.05,8,Music,http://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html,National Book Award winner James McBride goes in search of the “real” James Brown after receiving a tip that promises to uncover the man behind the myth. His surprising journey illuminates not only ou
"Chronicles, Vol. 1",http://books.toscrape.com/media/cache/df/bd/dfbd53a5c4bcb1bf676bf2a86335adbb.jpg,2,4781b6bfd6f7a2c5,£52.60,7,Music,http://books.toscrape.com/catalogue/chronicles-vol-1_462/index.html,"""I'd come from a long ways off and had started a long ways down. But now destiny was about to manifest itself. I felt like it was looking right at me and nobody else."" So writes Bob Dylan in Chronicle"
This Is Your Brain on Music: The Science of a Human Obsession,http://books.toscrape.com/media/cache/d8/d3/d8d3a16113069ccde25da34483a583fb.jpg,1,bc209a900101f28d,£38.40,5,Music,http://books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html,"Whether you load your iPod with Bach or Bono, music has a significant role in your life—even if you never realized it. Why does music evoke such powerful moods? The answers are at last be- coming clea"
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",http://books.toscrape.com/media/cache/b5/94/b59425287ce6b186715fa7b01054c2bf.jpg,3,2ba5ccc84d35006c,£12.36,4,Music,http://books.toscrape.com/catalogue/orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html,The compelling biography of the violinist who founded the Palestine Symphony Orchestra and saved hundreds of people from Hitler—as seen in Josh Aronson’s documentary Orchestra of Exiles.“The true arti
No One Here Gets Out Alive,http://books.toscrape.com/media/cache/8e/9b/8e9be254974e64a8a3d365a1571e3ec2.jpg,5,3a95f5a2df4ff921,£20.02,4,Music,http://books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html,"Here is Jim Morrison in all his complexity-singer, philosopher, poet, delinquent-the brilliant, charismatic, and obsessed seeker who rejected authority in any form, the explorer who probed ""the bounds"
Life,http://books.toscrape.com/media/cache/9b/61/9b6155b8013ed9e05ef8a85b4117165b.jpg,5,637e5a45062aa548,£31.58,2,Music,http://books.toscrape.com/catalogue/life_104/index.html,"With the Rolling Stones, Keith Richards created the riffs, the lyrics and the songs that roused the world, and over four decades he lived the original rock and roll life. Now, at last, the man himself"
Old Records Never Die: One Man's Quest for His Vinyl and His Past,http://books.toscrape.com/media/cache/aa/55/aa55bbf7037a0e19ae69485adcc11903.jpg,2,a1985630339f4b3d,£55.66,1,Music,http://books.toscrape.com/catalogue/old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html,"Foreword by Wilco's Jeff Tweedy""Memories are far more indelible when married to the physical world, and Spitznagel proves the point in this vivid book. We love vinyl records because they combine the t"
Forever Rockers (The Rocker #12),http://books.toscrape.com/media/cache/a2/fc/a2fc91793502f5c10b5826ad606de435.jpg,3,e564c3f1a93ccf2e,£28.80,1,Music,http://books.toscrape.com/catalogue/forever-rockers-the-rocker-12_19/index.html,"My Happily Ever After was turning into a living nightmare... All I wanted was Harper's happiness and I would move the world to give her anything she ever wanted. We've searched for answers, talked abo"
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",http://books.toscrape.com/media/cache/97/36/9736132a43b8e6e3989932218ef309ed.jpg,3,e72a5dfc7e9267b2,£17.93,19,Default,http://books.toscrape.com/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,"""If you have a heart, if you have a soul, Karen Hicks' The Coming Woman will make you fall in love with Victoria Woodhull.""-Kinky Friedman, author and Governor of the Heart of Texas ""What kind of conf"
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,http://books.toscrape.com/media/cache/d1/2d/d12d26739b5369a6b5b3024e4d08f907.jpg,4,e10e1e165dc8be4a,£22.60,19,Default,http://books.toscrape.com/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,"For readers of Laura Hillenbrand's Seabiscuit and Unbroken, the dramatic story of the American rowing team that stunned the world at Hitler's 1936 Berlin Olympics Daniel James Brown’s robust book tell"
"Starving Hearts (Triangular Trade Trilogy, #1)",http://books.toscrape.com/media/cache/a0/7e/a07ed8f1c23f7b4baf7102722680bd30.jpg,2,0312262ecafa5a40,£13.99,19,Default,http://books.toscrape.com/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html,"Since her assault, Miss Annette Chetwynd has been plagued by nightmares and worries about an arranged marriage. But she yearns to find her anonymous rescuer. Unfortunately, her health and intellect pr"
America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,http://books.toscrape.com/media/cache/a3/2a/a32ab3b8c024c6c2b274a86b185e7585.jpg,3,c7d160c2c0de586f,£22.50,19,Default,http://books.toscrape.com/catalogue/americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html,"Any fan of the Baltimore Colts of my era, any fan of my friend and teammate Johnny Unitas, or, for that matter, any fan of football in general should enjoy Wayne Stewart's book. It contains great stor"
Aladdin and His Wonderful Lamp,http://books.toscrape.com/media/cache/a8/3c/a83c460fab82f35a37c0846729485547.jpg,3,904208d6aa64b655,£53.13,19,Default,http://books.toscrape.com/catalogue/aladdin-and-his-wonderful-lamp_973/index.html,"Planning on seeing Aladdin the Disney musical? Read the classic story of ""Aladdin and his Wonderful Lamp"" in this sparkling new edition by Harpendore. Synopsis: Aladdin is a poor boy who lives with hi"
Penny Maybe,http://books.toscrape.com/media/cache/b1/4b/b14be641ab97a330891455a769d52fd3.jpg,3,668fe56b17cfcd4f,£33.29,18,Default,http://books.toscrape.com/catalogue/penny-maybe_965/index.html,"Sent to yet another foster family, Penny decides that the way to claim a sense of self is to swim Lake Ontario. Although this seems impossible, she finds the courage to ask her physics teacher to be h"
Maude (1883-1993):She Grew Up with the country,http://books.toscrape.com/media/cache/65/bf/65bfa3acc93b0e558a1c3de1b1164742.jpg,2,094b269567e1c300,£18.02,18,Default,http://books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html,"This new edition of Maude (1883-1993) has been updated by Mardo Williams’ daughters, adding historical details their dad wished to make, twice as many photos, and nine appendices not present in the 19"
"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",http://books.toscrape.com/media/cache/a5/b8/a5b8d2d5165a06fc762e8eaf8b04f98f.jpg,5,8c9e6bf2467d740d,£20.59,16,Default,http://books.toscrape.com/catalogue/the-inefficiency-assassin-time-management-tactics-for-working-smarter-not-longer_935/index.html,"Slay Procrastination, Distraction, and Overwhelm!Who doesn’t want more time and energy for family, friends, and personal passions? Author Helene Segura coaches real people in the real world to operate"
Soul Reader,http://books.toscrape.com/media/cache/cc/5e/cc5e82c2205da748c6c19fbc1876586b.jpg,2,e6af5bf1163c1151,£39.58,16,Default,http://books.toscrape.com/catalogue/soul-reader_926/index.html,Along with magic realism and a plethora of literary references throughout issues such as free will and identity flood the pages. What if your destiny was decided for you? What if you were meant for mo
Bossypants,http://books.toscrape.com/media/cache/94/34/943490007d42c0bc066efc899dafa472.jpg,2,74baabfc8fd84b38,£49.46,16,Default,http://books.toscrape.com/catalogue/bossypants_883/index.html,"Before Liz Lemon, before ""Weekend Update,"" before ""Sarah Palin,"" Tina Fey was just a young girl with a dream: a recurring stress dream that she was being chased through a local airport by her middle-s"
A World of Flavor: Your Gluten Free Passport,http://books.toscrape.com/media/cache/0a/6a/0a6a53a8d37584a7906d2d5a0032f9c1.jpg,1,70ed59f194b3c556,£42.95,16,Default,http://books.toscrape.com/catalogue/a-world-of-flavor-your-gluten-free-passport_879/index.html,"Trade Review:A World of Flavor, Recipes to Please All of Your GuestsThe new gluten-free cookbook ""A World of Flavor"" is clearly a labor of love for its authors, Amber Barrett and Nancy Miller. Amber i"
"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",http://books.toscrape.com/media/cache/09/6d/096df83de35d408278fdc9108d930b5f.jpg,5,8a380641491d43ed,£56.76,16,Default,http://books.toscrape.com/catalogue/a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html,"In this layered collage of memory within memory, Hale recreates for readers her kaleidoscopic experience of a decades-long journey to acceptance and insight. Writer, prodigal daughter, single parent, "
Tracing Numbers on a Train,http://books.toscrape.com/media/cache/0a/05/0a0514153dac092aac76b097b495f908.jpg,3,d7d6d50c1e3d0b81,£41.60,15,Default,http://books.toscrape.com/catalogue/tracing-numbers-on-a-train_869/index.html,Start preparing children for classroom success with Tracing Numbers on a Train! This educational workbook is filled with pages of giant numbers that make it easy for little hands to learn pencil contr
Thirteen Reasons Why,http://books.toscrape.com/media/cache/6d/7b/6d7b69b4edcdf5b6b075d6fa53bf74bc.jpg,1,bc2a85fd35fdc7bd,£52.72,15,Default,http://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html,"Clay Jensen returns home from school to find a mysterious box with his name on it lying on his porch. Inside he discovers thirteen cassette tapes recorded by Hannah Baker, his classmate and crush who "
The Secret (The Secret #1),http://books.toscrape.com/media/cache/d3/70/d37038f81b8ad0342346951271c31e58.jpg,4,961f18db4f138211,£27.37,15,Default,http://books.toscrape.com/catalogue/the-secret-the-secret-1_859/index.html,"Fragments of a Great Secret have been found in the oral traditions, in literature, in religions and philosophies throughout the centuries. For the first time, all the pieces of The Secret come togethe"
The Psychopath Test: A Journey Through the Madness Industry,http://books.toscrape.com/media/cache/dd/63/dd637b4e7cb403932e6a29397d877e4e.jpg,2,e98a4efa85070c2f,£36.00,15,Default,http://books.toscrape.com/catalogue/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html,"They say one out of every hundred people is a psychopath. You probably passed one on the street today. These are people who have no empathy, who are manipulative, deceitful, charming, seductive, and d"
The Kite Runner,http://books.toscrape.com/media/cache/65/1e/651e956a041bf4b91bfba1374f0f91e7.jpg,4,eac1a180047ad54e,£41.82,15,Default,http://books.toscrape.com/catalogue/the-kite-runner_847/index.html,"Khaled Hosseini's #1 New York Times Bestselling Debut “It may be unfair, but what happens in a few days, sometimes even a single day, can change the course of a whole lifetime."" Amir is the son of a w"
The Girl on the Train,http://books.toscrape.com/media/cache/19/ed/19ed2156391eebbcd757a0d9f6d5860c.jpg,2,e956d67c9bcc5809,£55.02,15,Default,http://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html,The debut psychological thriller that will forever change the way you look at other people's lives.EVERY DAY THE SAMERachel takes the same commuter train every morning and night. Every day she rattles
The Emerald Mystery,http://books.toscrape.com/media/cache/bc/1f/bc1f79af87032748b75d12079f51c031.jpg,2,d6670dfe3e7b42bd,£23.15,15,Default,http://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html,"Three young adults are invited to spend a weekend at the exotic Timber Island. Maria is a professional in the sport of bodyboarding. Tina is an apprentice of the sport but very athletic, and she posse"
The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,http://books.toscrape.com/media/cache/39/c7/39c7bebcde5d9643ede71ac8ee87ee69.jpg,3,efc3768127714ec3,£32.00,15,Default,http://books.toscrape.com/catalogue/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html,
The Art of War,http://books.toscrape.com/media/cache/61/1b/611b527ab7ecef530e3040c85f6602c3.jpg,5,e7469e22b5bfb3e7,£33.34,15,Default,http://books.toscrape.com/catalogue/the-art-of-war_838/index.html,"Conflict is an inevitable part of life, according to this ancient Chinese classic of strategy, but everything necessary to deal with conflict wisely, honorably, victoriously, is already present within"
Secrets and Lace (Fatal Hearts #1),http://books.toscrape.com/media/cache/04/9d/049dafcbbc11bb61bb94e8b16f343936.jpg,1,ad04ad9fc179fc5d,£20.27,15,Default,http://books.toscrape.com/catalogue/secrets-and-lace-fatal-hearts-1_829/index.html,"**WARNING: Due to sexual situations and adult content, this dark romance thriller series is not intended for readers under the age of 18, and anyone who is unable to read books containing, kidnapping,"
Romero and Juliet: A Tragic Tale of Love and Zombies,http://books.toscrape.com/media/cache/21/bc/21bc2104d32569a0dbbb81923480d749.jpg,1,e656e280bc8edd56,£36.94,15,Default,http://books.toscrape.com/catalogue/romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html,You all know the tale. Star-crossed lovers meet; all they want is what they cannot have. Each other. It's a story as old as time - or is it? The headstrong Romero of the house of Montague holds nothin
Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,http://books.toscrape.com/media/cache/a4/10/a4108800f6337c5aa13b104b252d52b8.jpg,1,d9c643fa1fc57bdb,£41.06,15,Default,http://books.toscrape.com/catalogue/poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html,"This book was created by an artist who understands that sometimes, you just need a creative nudge to help get the pencil moving and break that pesky block. By simplifying the human form, we hope to re"
Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),http://books.toscrape.com/media/cache/1d/ae/1dae4577eb25fcec3f88e4cbb3fc726a.jpg,1,af96613fdd793a3c,£10.76,15,Default,http://books.toscrape.com/catalogue/miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819/index.html,"A mysterious island. An abandoned orphanage. A strange collection of curious photographs.A horrific family tragedy sets sixteen-year-old Jacob journeying to a remote island off the coast of Wales, whe"
